X,Y,Record_ID,Store_Name,Store_Street_Address,Additonal_Address,City,State,Zip_Code,Zip4,County,Store_Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId
-8215913.86729431,5008231.71391483,396188,Trader Joe's 531,727 White Plains Rd,,Scarsdale,NY,10583,5001,WESTCHESTER,Supermarket,40.97213,-73.80481,,,12433
-8225371.68255159,4975402.34922671,396618,SWF Food Corp/Foodtown 622,7610 37th Ave,,Jackson Heights,NY,11372,6634,QUEENS,Supermarket,40.749088,-73.889771,,,12472
-8221255.86701849,5060135.11127817,396829,CVS PHARMACY  2550,1775 E Main St,,Mohegan Lake,NY,10547,1356,WESTCHESTER,Other,41.323227,-73.852798,,,12489
-8280262.7668643,5082142.55346755,338920,STEWART'S SHOP 327,333 Tower Dr,,Middletown,NY,10941,2049,ORANGE,Convenience Store,41.471527,-74.382866,,,12590
-8179882.30847281,4974677.65913192,302743,King Kullen 46,598 Stewart Ave,,Bethpage,NY,11714,2702,NASSAU,Supermarket,40.744156,-73.481133,,,12662
-8200565.24722322,5361600.49122898,302899,PRICE CHOPPER  040,677 Upper Glen St,,Queensbury,NY,12804,2014,WARREN,Supermarket,43.325188,-73.666931,,,12676
-8073069.14198634,4994450.17638563,302943,King Kullen 47,52 E Montauk Hwy,,Hampton Bays,NY,11946,1817,SUFFOLK,Supermarket,40.87859,-72.521614,,,12679
-8221360.39602035,5001214.60045427,303075,Stop & Shop 522,111 Vredenburgh Ave,,Yonkers,NY,10704,2167,WESTCHESTER,Supermarket,40.924519,-73.853737,,,12685
-8500875.28844045,5317246.04762339,303087,Quickway Food Store 44,2052 W Genesee Tpke,,Camillus,NY,13031,9627,ONONDAGA,Convenience Store,43.034641,-76.364662,,,12687
-8829632.69157143,5235082.96392782,303104,ONE STOP FOOD MART,327 Lake Shore Dr E,,Dunkirk,NY,14048,1305,CHAUTAUQUA,Grocery Store,42.492775,-79.31794,,,12689
-8779255.61261038,5321745.04319483,335604,Red Apple Food Mart 318,1269 Ruie Rd,,North Tonawanda,NY,14120,1837,NIAGARA,Convenience Store,43.064175,-78.865395,,,12715
-8202137.3010722,5012640.94549093,335607,CVS PHARMACY  5350,182 S Ridge St,,Rye Brook,NY,10573,2813,WESTCHESTER,Other,41.002029,-73.681053,,,12716
-8223440.28938633,4994449.58747003,240482,Gun Hill Road Deli & Grocery Inc,362 E Gun Hill Rd,,Bronx,NY,10467,2202,BRONX,Convenience Store,40.878586,-73.872421,,,12734
-8513918.81581568,5382463.12649451,336149,Walgreens 17566,250 State Route 104,,Oswego,NY,13126,2913,OSWEGO,Other,43.461372,-76.481834,,,12770
-8208968.19898575,5327572.09677835,336189,Market 32 by Price Chopper 039,3045 Route 50,,Saratoga Springs,NY,12866,2933,SARATOGA,Supermarket,43.102406,-73.742416,,,12794
-8407162.64490849,5238418.62753968,299471,Dollar General 9497,5640 State Highway 12,,Norwich,NY,13815,4230,CHENANGO,Other,42.514866,-75.522827,,,12805
-8190130.71475371,4975502.71099299,299541,CVS PHARMACY  1285,610 Old Country Rd,,Westbury,NY,11590,4512,NASSAU,Other,40.749771,-73.573196,,,12818
-8638653.08448598,5344073.43822425,336375,Dollar General 8814,525 Titus Ave,Ste 11,Irondequoit,NY,14617,3501,MONROE,Other,43.210541,-77.602341,,,12843
-8226820.50572427,4984722.46406655,240733,564 GROCERY INC,564 Southern Blvd,,Bronx,NY,10455,3715,BRONX,Super Store,40.812485,-73.902786,,,12858
-8577810.08095902,5260231.64975669,337661,ALDI 65039,204 Liberty St,,Penn Yan,NY,14527,1644,YATES,Supermarket,42.659134,-77.055779,,,12872
-8235399.34228225,4973392.53900603,299759,D'AGOSTINO 518,355 1st Ave,,New York,NY,10010,5611,NEW YORK,Supermarket,40.735409,-73.979851,,,12887
-8402505.92796963,5432664.56682682,337777,Fastrac EG LLC 500274,5610 Shady Ave,,Lowville,NY,13367,1618,LEWIS,Convenience Store,43.787815,-75.480995,,,12897
-8237637.19800567,4954916.03409216,300020,18TH Ave SmokeShop Discount Ltd,8120 18th Ave,,Brooklyn,NY,11214,2201,KINGS,Grocery Store,40.609524,-73.999954,,,12956
-8241739.3212414,5150382.53362251,337921,STEWARTS SHOP 328,339 Lucas Ave,,Kingston,NY,12401,    ,ULSTER,Convenience Store,41.929218,-74.036804,,,12968
-8225556.80686478,4986020.84428983,336740,GIRALDA BAKERY CORP,1035 E 163rd St,,Bronx,NY,10459,4510,BRONX,Specialty Store,40.821312,-73.891434,,,12969
-8232972.91134143,4968760.04535987,336798,Greenfeld's LLC,128 Lee Ave,,Brooklyn,NY,11211,7909,KINGS,Specialty Store,40.703869,-73.958054,,,12978
-8204528.10977597,4960088.75774382,338075,Foodtown 594,1368 Peninsula Blvd,,Hewlett,NY,11557,1226,NASSAU,Super Store,40.644791,-73.70253,,,12999
-8229429.61194948,4991895.05924697,1598924,Mi Lupita Grocery Corp.,132 Nagle Ave,,New York,NY,10040,1437,NEW YORK,Grocery Store,40.861233,-73.926224,,,13005
-8781253.12955318,5302920.02502638,265234,Wegmans 91,601 Amherst St,,Buffalo,NY,14207,2901,ERIE,Supermarket,42.940502,-78.883339,,,13016
-8184434.49640982,5187929.29740793,1601603,Hillsdale Gulf 1,2690 State Route 23,,Hillsdale,NY,12529,6207,COLUMBIA,Convenience Store,42.179657,-73.522026,,,13028
-8484534.81170639,5316092.3236648,1600980,Lorenzos,4278 Fay Rd,,Syracuse,NY,13219,3096,ONONDAGA,Grocery Store,43.027065,-76.217873,,,13031
-8230762.9968102,5282987.83340142,265965,ALBANY ST MINI MARKET,705 Albany St,,Schenectady,NY,12307,1340,SCHENECTADY,Grocery Store,42.809284,-73.938202,,,13083
-8233733.00082457,5041727.48163285,1660408,Taveras Grocery Inc.,64 Broadway,,Haverstraw,NY,10927,8802,ROCKLAND,Convenience Store,41.198925,-73.964882,,,13130
-8228915.76117998,4988139.33861198,326240,J.L. Meat Market Corp,26 E 167th St,,Bronx,NY,10452,8201,BRONX,Grocery Store,40.835712,-73.921608,,,13133
-8236955.25480507,4958385.87365875,325016,Boro Park Health Food Center Inc,5201 13th Ave,,Brooklyn,NY,11219,3811,KINGS,Grocery Store,40.633183,-73.993828,,,13141
-8486763.31659259,5382256.69708752,266380,Fastrac EG LLC 500219,3364 Main St,,Mexico,NY,13114,    ,OSWEGO,Convenience Store,43.460026,-76.237892,,,13145
-8473814.07682606,5397536.91911462,326413,ALDI 65025,3863 Rome St,,Pulaski,NY,13142,2403,OSWEGO,Supermarket,43.559578,-76.121567,,,13163
-8211253.69945123,5274812.45398259,326676,Hannaford Supermarket & Pharmacy 8386,579 Troy Schenectady Rd,,Latham,NY,12110,2806,ALBANY,Super Store,42.755383,-73.762947,,,13188
-8756935.94338684,5335298.38651989,326987,RITE AID  3496,6616 Lincoln Ave,,Lockport,NY,14094,6109,NIAGARA,Other,43.153061,-78.664894,,,13216
-8484421.82242324,5247485.73307198,327147,ALDI 65096,ÿ908 State Route 13,,Cortland,NY,13045,    ,CORTLAND,Supermarket,42.574875,-76.216858,,,13231
-8776295.73866968,5270311.07818876,455679,DERBY MEATS,S5952 Camp Rd,,Hamburg,NY,14075,4426,ERIE,Specialty Store,42.725685,-78.838806,,,13247
-8237229.54603038,4970185.6913399,323865,DC Meat Market Inc.,36 E Broadway,Frnt 1,New York,NY,10002,6824,NEW YORK,Specialty Store,40.713577,-73.996292,,,13254
-8400221.31806008,5517815.99081994,453654,STEWART'S SHOP 423,242 E Main St,,Gouverneur,NY,13642,1548,ST LAWRENCE,Convenience Store,44.337471,-75.460472,,,13288
-8256518.87607555,5062271.03141076,453746,C&W FOODS,1 Apta Way,Unit 104,Monroe,NY,10950,3886,ORANGE,Grocery Store,41.337635,-74.169571,,,13296
-8794597.33087304,5331200.84865636,453888,RITE AID  1185,4407 Military Rd,,Niagara Falls,NY,14305,1333,NIAGARA,Other,43.126202,-79.003212,,,13307
-8235369.61997821,4973649.78457745,1643744,McDonald's # 2241,336 E 23rd St,,New York,NY,10010,4701,NEW YORK,Restaurant Meals Program,40.73716,-73.979584,,,13337
-8514250.10262028,5233510.89504325,396996,Tops Markets 522,2300 N Triphammer Rd,,Ithaca,NY,14850,1088,TOMPKINS,Supermarket,42.482361,-76.48481,,,13394
-8220450.80446108,4966380.17303724,325122,95TH AVE GROCERY CORP,9625 95th Ave,,Ozone Park,NY,11416,1601,QUEENS,Grocery Store,40.68766,-73.845566,,,13396
-8230934.54014551,4962964.73405584,323969,THE RED APPLE FRUIT & VEG,455 Albany Ave,,Brooklyn,NY,11213,5210,KINGS,Specialty Store,40.664391,-73.939743,,,13410
-8226889.30116958,5001966.60782355,397015,BUENA VISTA DELI,165 Buena Vista Ave,,Yonkers,NY,10701,6977,WESTCHESTER,Convenience Store,40.929623,-73.903404,,,13418
-8739800.42284954,5295991.25183609,325169,Tops Markets 261,12775 Broadway St,,Alden,NY,14004,9569,ERIE,Supermarket,42.89492,-78.510963,,,13422
-8174385.57465642,4993255.04542633,398215,Wild By Nature 202,369 W Main St,,Huntington,NY,11743,3203,SUFFOLK,Supermarket,40.870472,-73.431755,,,13467
-8490756.7920053,5318094.98457852,397121,Rite Aid 10733,5335 W Genesee St,Ste 20,Camillus,NY,13031,2280,ONONDAGA,Other,43.040215,-76.273766,,,13490
-8227096.57806143,4994451.20698801,454731,Kingsbridge Marketplace Corp/Foodtown,5555 Broadway,,Bronx,NY,10463,5230,BRONX,Super Store,40.878597,-73.905266,,,13492
-8239829.30141837,5086366.81217454,454912,GERACI'S MARKET,16 Mill St,,Newburgh,NY,12550,5421,ORANGE,Grocery Store,41.499954,-74.019646,,,13507
-8211556.04318822,4968448.01110181,1670844,111 Farmers Deli Grocery Inc.,11104 Farmers Blvd,,Saint Albans,NY,11412,2358,QUEENS,Convenience Store,40.701744,-73.765663,,,13514
-8233197.10879589,4950680.23947303,1663458,Azteca Deli,3094 Coney Island Ave,,Brooklyn,NY,11235,6319,KINGS,Grocery Store,40.580631,-73.960068,,,13526
-8238179.88052328,4959423.29501421,1660397,S & L Grocery Inc,5118 8th Ave,,Brooklyn,NY,11220,2803,KINGS,Grocery Store,40.640255,-74.004829,,,13529
-8238534.87837943,4960430.60252194,1657206,La Milagrosa Fruit Market Corp,4605 5th Ave,,Brooklyn,NY,11220,1207,KINGS,Grocery Store,40.647121,-74.008018,,,13536
-8627575.68195714,5341247.51317266,455420,Wegmans 03,1955 Empire Blvd,,Webster,NY,14580,1903,MONROE,Supermarket,43.192036,-77.502831,,,13550
-8226533.524077,4990149.5383718,1670332,Bani Deli Grocery Corp,1965 Webster Ave,,Bronx,NY,10457,4210,BRONX,Convenience Store,40.849373,-73.900208,,,13583
-8166251.79342263,4971671.03373966,324181,CVS PHARMACY  2059,1012 Little East Neck Rd,,West Babylon,NY,11704,2410,SUFFOLK,Other,40.72369,-73.358688,,,13601
-8421356.21394311,5172418.82458302,397285,WINDSOR BIG M,500 Chapel St,,Windsor,NY,13865,    ,BROOME,Grocery Store,42.076321,-75.65033,,,13638
-8227869.46928601,4968210.57805591,264512,Armando Grocery & Bakery Inc,272 WYCKOFF AVE,,BROOKLYN,NY,11237,5822,KINGS,Convenience Store,40.700127,-73.912209,,,13648
-8252342.0574615,5516570.48679364,323155,STEWARTS SHOP 242,27 Bloomingdale Ave,,Saranac Lake,NY,12983,1200,FRANKLIN,Convenience Store,44.329468,-74.13205,,,13652
-8225866.72032715,4976219.67371359,324231,CVS PHARMACY 491,7209 Northern Blvd,,Jackson Heights,NY,11372,1048,QUEENS,Other,40.75465,-73.894218,,,13653
-8781543.56210466,5309059.3017224,324238,7-Eleven 40185H,1311 Sheridan Dr,,Kenmore,NY,14217,1207,ERIE,Convenience Store,42.980862,-78.885948,,,13659
-8550891.46961234,5343734.83178127,456338,Fastrac EG LLC 500203,5666 Whiskey Hill Rd,,Wolcott,NY,14590,9379,WAYNE,Convenience Store,43.208324,-76.813965,,,13699
-8227474.50773268,4989462.89547732,1624935,Moe Grocery Convenient Corp.,180 E 174th St,,Bronx,NY,10457,6955,BRONX,Convenience Store,40.844707,-73.908661,,,13712
-8551900.46947689,5297482.91748306,323298,SAUDERS STORE INC,2146 River Rd,,Seneca Falls,NY,13148,8717,SENECA,Other,42.904736,-76.823029,,,13730
-8226044.27491497,4985381.12001509,324409,R & E CORP/C-TOWN,809 Southern Blvd,,Bronx,NY,10459,5202,BRONX,Supermarket,40.816963,-73.895813,,,13737
-8135225.1589072,4973750.12834642,264685,Stop & Shop 548,191 Montauk Hwy,,Sayville,NY,11782,2512,SUFFOLK,Supermarket,40.737843,-73.079971,,,13756
-8235480.04891308,4957705.41896083,397528,MEHADRIN MEATS CORP,4809 18th Ave,,Brooklyn,NY,11204,1208,KINGS,Specialty Store,40.628544,-73.980576,,,13771
-8450768.27056407,5174280.6483614,324470,Quickway Binghamton 9,1178 Vestal Ave,,Binghamton,NY,13903,1613,BROOME,Convenience Store,42.088734,-75.914543,,,13791
-8226186.98650216,4960664.61902616,1660685,Jp & M Deli Grocery Ny Corp,10401 Glenwood Rd,,Brooklyn,NY,11236,2705,KINGS,Convenience Store,40.648716,-73.897095,,,13813
-8219401.0616629,4998964.52403557,324565,4th Ave Snack Plus Inc,73 S 4th Ave,,Mount Vernon,NY,10550,3104,WESTCHESTER,Convenience Store,40.909245,-73.836136,,,13827
-8133767.76413373,5003845.11197754,456583,CVS PHARMACY  2960,464 Main St,,Port Jefferson,NY,11777,2814,SUFFOLK,Other,40.942371,-73.066879,,,13832
-8780184.68508055,5297051.47103034,325836,Walgreens 3288,650 Delaware Ave,,Buffalo,NY,14202,1002,ERIE,Other,42.901897,-78.873741,,,13834
-8464433.51729538,5228173.48943082,324597,Gregg's Market Place,30 Cortland St,,Marathon,NY,13803,3711,CORTLAND,Grocery Store,42.446991,-76.0373,,,13835
-8217898.58249566,4951454.7519053,397704,100-17 BEACH CHANNEL DR CORP,10017 Beach Channel Dr,,Rockaway Park,NY,11694,2817,QUEENS,Convenience Store,40.585915,-73.822639,,,13852
-8225268.8233421,4990848.44509652,325859,BRISKA GROCERY,2333 Arthur Ave,,Bronx,NY,10458,8157,BRONX,Grocery Store,40.854122,-73.888847,,,13857
-8187059.7439612,4971836.2815655,397730,CVS PHARMACY  1936,2419 Hempstead Tpke,,East Meadow,NY,11554,2028,NASSAU,Other,40.724815,-73.545609,,,13879
-8165499.38498436,5296254.43394119,456744,STEWART'S SHOP 219,2 River St,,Hoosick Falls,NY,12090,1815,RENSSELAER,Convenience Store,42.896652,-73.351929,,,13909
-8234065.95742153,5285733.66758062,323682,GABRIEL'S SCOTIA DISCOUNT FOODS INC,255 Mohawk Ave,,Scotia,NY,12302,2128,SCHENECTADY,Supermarket,42.827377,-73.967873,,,13912
-8191417.45674779,5091811.43512973,264996,Hannaford Supermarket & Pharmacy 8335,162 Route 22,,Pawling,NY,12564,3211,DUTCHESS,Super Store,41.536575,-73.584755,,,13914
-8705949.05625523,5312870.6913518,456767,Rite Aid 10806,4155 W Main Street Rd,,Batavia,NY,14020,1240,GENESEE,Other,43.005905,-78.206871,,,13932
-8766784.49005681,5285595.84831673,456873,THE MARKET IN THE SQUARE,940 Union Rd,,West Seneca,NY,14224,3425,ERIE,Super Store,42.826469,-78.753365,,,13958
-8233264.12312934,4950854.22094576,499886,EL JAROCHITO MEXICAN DELI GROCERY CORP.,195 Neptune Ave,,Brooklyn,NY,11235,6990,KINGS,Grocery Store,40.581818,-73.96067,,,14005
-8774677.82119049,5290294.53265129,499935,Dollar General 8177,942 McKinley Pkwy,,Buffalo,NY,14220,1016,ERIE,Other,42.857418,-78.824272,,,14010
-8473800.49584818,5323195.86529187,499942,Rite Aid 10756,1820 Teall Ave,,Syracuse,NY,13206,1928,ONONDAGA,Other,43.073696,-76.121445,,,14012
-8473607.69049013,5334736.10613137,500175,Price Chopper Cicero 199,5701 E Circle Dr,Suite 100,Cicero,NY,13039,8638,ONONDAGA,Supermarket,43.149376,-76.119713,,,14029
-8246475.85425516,4957183.99881706,500234,Dinoras Halal Meat Market,198 Canal St,,Staten Island,NY,10304,2060,RICHMOND,Grocery Store,40.624989,-74.079353,,,14034
-8236356.46726409,4970794.1653462,319807,Luis Meat Market ,88 Essex St,Stall 26-27,New York,NY,10002,3809,NEW YORK,Specialty Store,40.71772,-73.988449,,,14047
-8645150.24656613,5209143.02326879,319816,Walgreens 19760,12 Park Dr,,Hornell,NY,14843,2271,STEUBEN,Other,42.320717,-77.660706,,,14049
-8222617.30439089,5193707.91573021,320341,CATSKILL GROCERY AND NEWS,342 Main St,,Catskill,NY,12414,1445,GREENE,Convenience Store,42.218113,-73.865028,,,14099
-8597857.71937548,5176551.98764808,359054,Dollar General 9419,20 Tuscarora St,,Addison,NY,14801,1230,STEUBEN,Other,42.103874,-77.23587,,,14166
-8224367.80338362,4987050.02198828,359449,1484 WESTCHESTER AVE NACIONAL BAK,1484 Westchester Ave,,Bronx,NY,10472,2905,BRONX,Other,40.828308,-73.880753,,,14192
-8478362.03462242,5251012.09361263,359670,BILL BROS DAIRY,219 Port Watson St,,Cortland,NY,13045,2819,CORTLAND,Grocery Store,42.598198,-76.162422,,,14208
-8228035.00136882,4968069.91234067,359673,KIKIRIKI LIVE POULTRY INC,334 Linden St,,Brooklyn,NY,11237,5707,KINGS,Specialty Store,40.699169,-73.913696,,,14209
-8820797.37490665,5175009.69818321,359727,CVS PHARMACY 5087,19 S Main St,,Jamestown,NY,14701,6636,CHAUTAUQUA,Other,42.093594,-79.238571,,,14212
-8401615.92864074,5573319.56783853,359839,ALDI 65023,1101 Park St,,Ogdensburg,NY,13669,3913,ST LAWRENCE,Supermarket,44.693001,-75.473,,,14222
-8159093.05960869,4987967.63516874,359876,CVS PHARMACY  5061,341 Commack Rd,,Commack,NY,11725,3444,SUFFOLK,Other,40.834545,-73.29438,,,14225
-8216693.43768833,5268905.3894663,359883,CVS PHARMACY  2702,465 Sand Creek Rd,,Colonie,NY,12205,2516,ALBANY,Other,42.716408,-73.811813,,,14227
-8224870.52220404,5006475.45015739,359956,772 PALISADE MEAT CORP,772 Palisade Ave,,Yonkers,NY,10703,1821,WESTCHESTER,Supermarket,40.960217,-73.885269,,,14234
-8279037.25059016,5081300.95456402,371864,Hannaford Supermarket & Pharmacy 8337,30 Tower Dr,,Middletown,NY,10941,2023,ORANGE,Super Store,41.465862,-74.371857,,,14256
-8636225.76298923,5246563.04620461,372932,WAYLAND FOOD MART,2643 State Route 21,,Wayland,NY,14572,9701,STEUBEN,Super Store,42.568771,-77.580536,,,14258
-8238313.24127326,4973231.08450716,322709,RITE AID 1225,534 Hudson St,,New York,NY,10014,6114,NEW YORK,Other,40.73431,-74.006027,,,14317
-8486044.86059901,5175631.08473985,372998,Dollar General 9051,1147 State Route 17C,,Owego,NY,13827,4823,TIOGA,Other,42.097736,-76.231438,,,14321
-8134155.0446422,4978397.77618776,373082,Stop & Shop 0563,5701 Sunrise Hwy,,Holbrook,NY,11741,4801,SUFFOLK,Supermarket,40.76947,-73.070358,,,14330
-8223846.27156925,4970126.94615558,373157,SALAT MEAT GROCERY CORP,7543 Metropolitan Ave,,Middle Village,NY,11379,2638,QUEENS,Supermarket,40.713177,-73.876068,,,14338
-8255788.50889646,4947599.94477215,373220,CVS PHARMACY  6047,640 Arthur Kill Rd,,Staten Island,NY,10308,1106,RICHMOND,Other,40.559612,-74.16301,,,14350
-8210519.88136792,4977356.57673737,373471,CVS PHARMACY  560,242 NORTHERN BLVD,,DOUGLASTON,NY,11363,    ,QUEENS,Other,40.762386,-73.756355,,,14374
-8232599.99104727,4972873.51415548,371098,953 MANHATTAN FOOD CORP,953 Manhattan Ave,,Brooklyn,NY,11222,1623,KINGS,Super Store,40.731876,-73.954704,,,14473
-8376970.01601809,5327255.12835339,371432,PULASKI MEAT MARKET,1201 Lenox Ave,,Utica,NY,13502,3909,ONEIDA,Specialty Store,43.100327,-75.251602,,,14505
-8229560.41235116,5110712.45278313,371593,Stop & Shop 597,2540 South Rd,,Poughkeepsie,NY,12601,5468,DUTCHESS,Supermarket,41.663544,-73.927399,,,14522
-8638709.07818985,5304069.84418183,458320,Honeoye Falls Marketplace 3660,166 W Main St,,Honeoye Falls,NY,14472,1148,MONROE,Super Store,42.948063,-77.602844,,,14555
-8216320.62871366,4967932.18523923,458346,F & D LIVE POULTRY CORP,9402 Liverpool St,,Jamaica,NY,11435,4441,QUEENS,Specialty Store,40.698231,-73.808464,,,14572
-8782237.41649077,5309049.411145,458410,Park Side Mini Mart Inc.,1150 Sheridan Dr,,Tonawanda,NY,14150,7931,ERIE,Convenience Store,42.980797,-78.892181,,,14608
-8217180.12650208,5231214.85252511,457332,CVS PHARMACY 5037,2480 US Route 9W,Ste 3,Ravena,NY,12143,2863,ALBANY,Other,42.467148,-73.816185,,,14611
-8214078.4315301,5259328.60116078,458517,STEWART'S SHOP 124,285 New Scotland Ave,,Albany,NY,12208,3123,ALBANY,Convenience Store,42.653168,-73.788322,,,14713
-8226122.4211975,5090701.32707485,320921,Walmart SUPERCENTER 1810,26 W Merritt Blvd,,Fishkill,NY,12524,2243,DUTCHESS,Super Store,41.52911,-73.896515,,,14718
-8230120.01543138,4959654.94015868,458537,A & M Grocery Store,4624 Avenue D,,Brooklyn,NY,11203,5816,KINGS,Convenience Store,40.641834,-73.932426,,,14719
-8216302.81759514,4968447.4237526,457588,JAMAICA AVENUE MEATS INC,14618 Jamaica Ave,,Jamaica,NY,11435,3628,QUEENS,Supermarket,40.70174,-73.808304,,,14727
-8226075.66701137,4992781.03801099,458577,2676 MORRIS FOOD CORP,2676 Morris Ave,Frnt 1,Bronx,NY,10468,3524,BRONX,Convenience Store,40.867252,-73.896095,,,14732
-8213239.416528,4998980.72673435,457617,Rainbow Fish Market Inc,482 Main St,,New Rochelle,NY,10801,6460,WESTCHESTER,Specialty Store,40.909355,-73.780785,,,14742
-8236101.65694966,5156869.5017621,358396,Walmart SUPERCENTER 2504,601 Frank Sottile Blvd,,Kingston,NY,12401,1550,ULSTER,Super Store,41.972557,-73.98616,,,14775
-8592562.36251793,5347479.58421484,321094,Walgreens 18076,4061 State Route 104,,Williamson,NY,14589,9554,WAYNE,Other,43.232838,-77.188301,,,14783
-8229780.37966497,4959751.76622549,322062,BLUE STAR FD & PAPER INC,1233 Utica Ave,,Brooklyn,NY,11203,5909,KINGS,Super Store,40.642494,-73.929375,,,14794
-8190914.62660788,5327826.25864929,322188,CUMBERLAND FARMS  1506,19 Spring St,,Schuylerville,NY,12871,1001,SARATOGA,Convenience Store,43.104073,-73.580238,,,14846
-8281640.34556287,5118727.76246127,458767,Stewarts Shop 248,99 S Main St,,Ellenville,NY,12428,1310,ULSTER,Convenience Store,41.717312,-74.395241,,,14851
-8397652.17553206,5348728.73003712,458778,MAZZAFERRO'S MEATS & DELI,7824 Rome Westernville Rd,,Rome,NY,13440,2201,ONEIDA,Grocery Store,43.241013,-75.437393,,,14863
-8211149.28176886,5440027.5642995,458822,STEWARTS SHOP 236,1068 US Route 9,Corner Main & Dock Sts,Schroon Lake,NY,12870,    ,ESSEX,Convenience Store,43.835545,-73.762009,,,14880
-8404751.46473791,5264051.11393207,457915,Dollar General 8994,51 N Main St,,Sherburne,NY,13460,9514,CHENANGO,Other,42.684361,-75.501167,,,14914
-8221857.21490776,4996472.28070333,322345,Rite Aid 4294,4159 White Plains Rd,,Bronx,NY,10466,3021,BRONX,Other,40.892323,-73.8582,,,14915
-8556391.54301345,5218190.66003207,457922,Walmart SUPERCENTER 3221,515 E 4th St,,Watkins Glen,NY,14891,1218,SCHUYLER,Super Store,42.380783,-76.863373,,,14920
-8232182.20899833,4972587.20287273,321332,PICK QUICK FOODS INC/KEY FOODS,224 McGuinness Blvd,,Brooklyn,NY,11222,2306,KINGS,Super Store,40.729927,-73.950951,,,14924
-8222250.39534924,5033778.73095393,321389,CVS PHARMACY  2080,202 S Highland Ave,,Ossining,NY,10562,6106,WESTCHESTER,Other,41.145176,-73.861732,,,14976
-8214297.61960748,5251537.61509206,361279,Price Chopper Glenmont 196,329 Glenmont Rd,,Glenmont,NY,12077,3468,ALBANY,Supermarket,42.601673,-73.790291,,,15027
-8221782.51952944,5024143.94294645,361499,S&S FOOD LLC,114 N Broadway,,Tarrytown,NY,10591,3205,WESTCHESTER,Super Store,41.079967,-73.857529,,,15046
-8739008.94127,5313951.39785005,361589,PIXLEY'S SHURFINE,81 Buell St,,Akron,NY,14001,1308,ERIE,Super Store,43.013004,-78.503853,,,15056
-8231834.78086756,4979809.83407958,361659,KBC FOOD CORP,1725 1st Ave,,New York,NY,10128,5102,NEW YORK,Super Store,40.779076,-73.94783,,,15065
-8225234.09166097,4958302.99617813,361926,EMPIRE SUPERMARKET INC.,2066 Rockaway Pkwy,,Brooklyn,NY,11236,5602,KINGS,Super Store,40.632618,-73.888535,,,15091
-8246266.12833451,4959948.7955571,361975,CHARMAR SUPERETTE INC,85 Stuyvesant Pl,,Staten Island,NY,10301,1917,RICHMOND,Convenience Store,40.643837,-74.077469,,,15097
-8192389.94381936,4960037.84883435,362150,CVS PHARMACY  992,403 Atlantic Ave,,Freeport,NY,11520,5216,NASSAU,Other,40.644444,-73.593491,,,15113
-8178900.47056401,4985276.83231238,362185,Stop & Shop 511,8101 Jericho Tpke,,Woodbury,NY,11797,1234,NASSAU,Supermarket,40.816254,-73.472313,,,15117
-8492573.41477556,5359401.20537973,438349,Godfrey's Last Stand DF,1232 State Route 264,,Phoenix,NY,13135,2157,OSWEGO,Farmers and Markets,43.310814,-76.290085,,,15140
-8220366.64692604,4989106.49595789,438652,WILLETS POINT FISH MARKET INC,2724 E Tremont Ave,,Bronx,NY,10461,2808,BRONX,Specialty Store,40.842285,-73.84481,,,15161
-8477162.7897481,5321251.53161971,438845,FAR EAST & ASIAN GROCERIES,924 N Townsend St,,Syracuse,NY,13208,2645,ONONDAGA,Other,43.060936,-76.151649,,,15181
-8230578.65173345,4967876.09650628,438906,Deli Brothers Grocery Inc,905 Broadway,,Brooklyn,NY,11206,5919,KINGS,Convenience Store,40.697849,-73.936546,,,15189
-8203421.48271799,5269659.65011477,1632125,Jefferson Deli Mart Inc,70 Jefferson St,,Troy,NY,12180,4629,RENSSELAER,Convenience Store,42.721386,-73.692589,,,15197
-8209921.98438287,4954378.48682692,439049,ELINER SEAFOOD,1433 Central Ave,,Far Rockaway,NY,11691,3910,QUEENS,Specialty Store,40.605858,-73.750984,,,15203
-8501140.34014803,5249322.00350697,442582,Speedway 9939,202 Main St,,Groton,NY,13073,1178,TOMPKINS,Convenience Store,42.587021,-76.367043,,,15227
-8773231.44704662,5278803.16903306,443094,ALDI 65094,3750 McKinley Pkwy,,Blasdell,NY,14219,2660,ERIE,Supermarket,42.7817,-78.811279,,,15270
-8218341.07747156,4987908.78292742,515315,2945 Meat & Produce Inc.,2945 Bruckner Blvd,,Bronx,NY,10461,5625,BRONX,Supermarket,40.834145,-73.826614,,,15283
-8240778.74535535,5085896.25212227,441518,LAKE ST EXXON,115 Lake St,,Newburgh,NY,12550,5242,ORANGE,Convenience Store,41.496788,-74.028175,,,15357
-8229887.35769562,4960973.03051066,412602,RIMA MEAT CORP,910 Utica Ave,,Brooklyn,NY,11203,4314,KINGS,Grocery Store,40.650818,-73.930336,,,15381
-8214731.54298259,4998986.91322645,441638,EL TRIGAL BAKERY,216 Union Ave,,New Rochelle,NY,10801,6010,WESTCHESTER,Other,40.909397,-73.794189,,,15386
-8646363.85165475,5284905.11287921,362581,WEST'S SHURFINE FOOD MART,1 Main St,,Livonia,NY,14487,9101,LIVINGSTON,Supermarket,42.821918,-77.671608,,,15388
