fns_record_id,store_name,store_type,street_address,city,borough,zip_code,county,state,latitude,longitude
1634070,Wang Jia Fu Grocery Llc,Grocery Store,5808 7th Ave,Brooklyn,Brooklyn,11220,KINGS,NY,40.637867,-74.010887
1641048,Prime Halal Meat Market,Other,2902 36th Ave,Astoria,Queens,11106,QUEENS,NY,40.757183,-73.931305
1385188,Francena Mini Mart Food Corp,Convenience Store,1608 Sterling Pl,Brooklyn,Brooklyn,11213,KINGS,NY,40.671078,-73.925476
1633722,Babas Deli,Convenience Store,599 5th Ave,Brooklyn,Brooklyn,11215,KINGS,NY,40.664249,-73.990219
1646073,Maita Deli Grocery Corp,Convenience Store,1571 Saint Johns Pl,Brooklyn,Brooklyn,11213,KINGS,NY,40.670452,-73.92556
1645467,532 Fourth Avenue Grocery-Deli Corp,Grocery Store,532 4th Ave,Brooklyn,Brooklyn,11215,KINGS,NY,40.667282,-73.991554
1297126,World Famous Deli Corp,Grocery Store,475 Bergen St,Brooklyn,Brooklyn,11217,KINGS,NY,40.680809,-73.974785
1635822,455 Atlantic Deli & Grocery Corp,Convenience Store,455 Atlantic Ave,Brooklyn,Brooklyn,11217,KINGS,NY,40.686188,-73.982475
1633814,Jiumna Food Corp,Convenience Store,1711 Bleecker St,Ridgewood,Queens,11385,QUEENS,NY,40.704037,-73.912544
1640097,Moon Deli Grocery,Convenience Store,969 Seneca Ave,Ridgewood,Queens,11385,QUEENS,NY,40.699734,-73.902267
1641456,Guru Kirpa Farms Inc,Grocery Store,24813 Union Tpke,Bellerose,Queens,11426,QUEENS,NY,40.74268,-73.721741
1637699,Diyor Family,Grocery Store,937 Coney Island Ave,Brooklyn,Brooklyn,11230,KINGS,NY,40.634605,-73.967239
1656740,Top Notch NYC Deli Corp,Convenience Store,76 Clinton St,New York,Manhattan,10002,NEW YORK,NY,40.71891,-73.985054
805004,DUANE READE 14265,Other,123 3rd Ave,New York,Manhattan,10003,NEW YORK,NY,40.733143,-73.987244
805006,DUANE READE 14268,Other,2428 Bell Blvd,Bayside,Queens,11360,QUEENS,NY,40.779156,-73.775719
1633757,Nooni Deli & Grocery Corp.,Convenience Store,8311 Flatlands Ave,Brooklyn,Brooklyn,11236,KINGS,NY,40.637276,-73.910866
1640394,Beyond Deli And Grocery,Convenience Store,185 Norman Ave,Brooklyn,Brooklyn,11222,KINGS,NY,40.727169,-73.946884
1632406,Shadow's Deli Grocery Corp,Grocery Store,4303 National St,Corona,Queens,11368,QUEENS,NY,40.746758,-73.863609
1635614,Deuris Mini Market Inc,Convenience Store,5223 103rd St,Corona,Queens,11368,QUEENS,NY,40.741447,-73.85762
1631092,98 Gourmet Deli,Other,504 E 98th St,Brooklyn,Brooklyn,11212,KINGS,NY,40.656475,-73.913635
1648683,Grace Food & Deli Corp,Convenience Store,1053 Bedford Ave,Brooklyn,Brooklyn,11216,KINGS,NY,40.687828,-73.954628
536841,Wazobia 1 African Market,Convenience Store,1204 Flatbush Ave,Brooklyn,Brooklyn,11226,KINGS,NY,40.64093,-73.956268
1638060,Utica Ock Deli And Grill Corp,Convenience Store,1645 Utica Ave,Brooklyn,Brooklyn,11234,KINGS,NY,40.632187,-73.928093
1643219,37 Lime Tree Corp,Other,8004 37th Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.749462,-73.885963
1634997,El Sol Mini Market,Grocery Store,8525 37th Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.750252,-73.880753
1338049,Nut House Inc,Grocery Store,1117 Brighton Beach Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.578007,-73.956299
1646064,New Bay Side Inc,Convenience Store,3119 Emmons Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.584221,-73.934837
535773,PERALTA-BUENO CORP.,Grocery Store,2578 Pitkin Ave,Brooklyn,Brooklyn,11208,KINGS,NY,40.674652,-73.8769
1632639,Thomasc Family Mart,Convenience Store,8220 Roosevelt Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.747604,-73.883102
1632919,Superfresh Supermarket,Other,3404 Quentin Rd,Brooklyn,Brooklyn,11234,KINGS,NY,40.613762,-73.937943
1383896,Las Delicias Deli Grocery,Grocery Store,9209 37th Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.750885,-73.874725
1631205,Marine Deli & Grill,Convenience Store,3617 Quentin Rd,Brooklyn,Brooklyn,11234,KINGS,NY,40.615059,-73.936417
1645747,Stuyvesant Deli Grocery Corp,Convenience Store,59 Stuyvesant Ave,Brooklyn,Brooklyn,11221,KINGS,NY,40.694008,-73.93412
1635599,One Stop Health Deli & Market Inc,Convenience Store,34 Ralph Ave,Brooklyn,Brooklyn,11221,KINGS,NY,40.689144,-73.924103
403828,Rocco's Bagels Deli & Grill,Convenience Store,117 Brighton Beach Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.576527,-73.967598
1631878,Rockaway Food Corp,Convenience Store,9706 Rockaway Beach Blvd,Rockaway Beach,Queens,11693,QUEENS,NY,40.584923,-73.819122
1635103,Ryyan Deli & Grocery,Convenience Store,1256 Troy Ave,Brooklyn,Brooklyn,11203,KINGS,NY,40.642021,-73.935326
1630884,KF Frozen Seafood Market,Grocery Store,3310 Church Ave,Brooklyn,Brooklyn,11203,KINGS,NY,40.65086,-73.946266
1632721,Koufukumart,Convenience Store,2802 42nd Rd,Long Island City,Queens,11101,QUEENS,NY,40.748695,-73.939484
1635593,Watany Halal Meat Inc,Grocery Store,2576 Steinway St,Astoria,Queens,11103,QUEENS,NY,40.766182,-73.91333
1628961,Top Deli & Grill Corporation,Convenience Store,2143 Nostrand Ave,Brooklyn,Brooklyn,11210,KINGS,NY,40.633034,-73.947609
844032,El Paso Deli,Convenience Store,725 Van Nest Ave,Bronx,Bronx,10462,BRONX,NY,40.84409,-73.864555
844940,Walgreens 09204,Other,955 Manor Rd,Staten Island,Staten Island,10314,RICHMOND,NY,40.603653,-74.120262
1670900,Al Quds Trading Corp,Grocery Store,1827 White Plains Rd,Bronx,Bronx,10462,BRONX,NY,40.846184,-73.866745
701927,ROSENBLUM'S SELF SERVICE MKT INC,Grocery Store,8238 Lefferts Blvd,Kew Gardens,Queens,11415,QUEENS,NY,40.70689,-73.831787
844447,Smile Fish Market Inc,Specialty Store,1444 Nostrand Ave,Brooklyn,Brooklyn,11226,KINGS,NY,40.651138,-73.94976
539104,MOON'S ORGANIC CAFE INC,Convenience Store,496 Atlantic Ave,Brooklyn,Brooklyn,11217,KINGS,NY,40.685596,-73.981834
1657395,Coconut Kosher Supermarket,Grocery Store,15 Throop Ave,Brooklyn,Brooklyn,11206,KINGS,NY,40.703873,-73.947929
992238,CVS Pharmacy 644,Other,8430 New Utrecht Ave,Brooklyn,Brooklyn,11214,KINGS,NY,40.60817,-74.00193
1654811,Tompkins Gourmet Corp.,Convenience Store,131 Tompkins Ave,Brooklyn,Brooklyn,11206,KINGS,NY,40.695114,-73.946114
1651071,La Bodega 33 Corp,Convenience Store,3343 108th St,Corona,Queens,11368,QUEENS,NY,40.756538,-73.860603
1634688,USA Super Stores,Convenience Store,401 8th Ave,New York,Manhattan,10001,NEW YORK,NY,40.749664,-73.995529
1660819,Speedway 7824,Convenience Store,285 E 233rd St,Bronx,Bronx,10470,BRONX,NY,40.896301,-73.867371
1429307,79 Avenue A Deli & Grocery Inc,Convenience Store,79 Avenue A,New York,Manhattan,10009,NEW YORK,NY,40.725071,-73.984436
615080,2000 GOR-MET CORP.,Convenience Store,17 Lincoln Rd,Brooklyn,Brooklyn,11225,KINGS,NY,40.660732,-73.962395
703316,YOUNG'S FRUIT MARKET,Specialty Store,713 Burke Ave,Bronx,Bronx,10467,BRONX,NY,40.87159,-73.866554
618762,THE SPICE EMPORIUM INC/ dba BIG APPLE,Other,4141 White Plains Rd,Bronx,Bronx,10466,BRONX,NY,40.891808,-73.858383
1648010,Kenan Best Deli & Grill,Convenience Store,750A Morris Park Ave,Bronx,Bronx,10462,BRONX,NY,40.845478,-73.864166
618979,2007 Melanie Deli & Grocery Corp.,Convenience Store,9502 35th Ave,Jackson Hts,Queens,11372,QUEENS,NY,40.753155,-73.872467
619074,BRENMAN'S MEAT MARKET INC,Grocery Store,2496 Gerritsen Ave,Brooklyn,Brooklyn,11229,KINGS,NY,40.596809,-73.929611
1648796,188 Valentine Convenience Corp,Convenience Store,221 E 188th St,Bronx,Bronx,10458,BRONX,NY,40.861179,-73.896591
1646088,Boston Market & More,Convenience Store,2012 Boston Rd,Bronx,Bronx,10460,BRONX,NY,40.840347,-73.879868
615572,R AND R FRUIT & PRODUCE EMPORIUM,Grocery Store,335 Kingston Ave,Brooklyn,Brooklyn,11213,KINGS,NY,40.667789,-73.942314
702386,MARCY GROCERY INC,Grocery Store,287 Marcy Ave,Brooklyn,Brooklyn,11211,KINGS,NY,40.704575,-73.955185
616916,CVS PHARMACY 6052,Other,250 Page Ave,Staten Island,Staten Island,10307,RICHMOND,NY,40.517311,-74.235321
580038,M.N.D.S. GOURMET ENTERPRISES INC.,Grocery Store,6306 Woodhaven Blvd,Rego Park,Queens,11374,QUEENS,NY,40.724171,-73.869247
530363,CVS PHARMACY  2557,Other,253 1st Ave,New York,Manhattan,10003,NEW YORK,NY,40.731964,-73.982361
624100,WEALTH OF HEALTH NUTRITION CENTER,Other,1309 Avenue U,Brooklyn,Brooklyn,11229,KINGS,NY,40.598686,-73.957924
1597197,Pavan Inc,Convenience Store,11021 Northern Blvd,Corona,Queens,11368,QUEENS,NY,40.758057,-73.85907
580467,200 Malcom X Meat Corp/Key Food,Other,200 Malcolm X Blvd,Brooklyn,Brooklyn,11221,KINGS,NY,40.686554,-73.929924
579119,NOSTRAND HEALTH FOOD CORP,Other,1432 Nostrand Ave,Brooklyn,Brooklyn,11226,KINGS,NY,40.651337,-73.949677
1595229,Sweet Occasions Express Inc.,Specialty Store,3558 97th St,Corona,Queens,11368,QUEENS,NY,40.751965,-73.870148
625846,ANTHONY SCICCHITANO ITALIAN PORK,Other,10313 101st Ave,Ozone Park,Queens,11416,QUEENS,NY,40.686161,-73.839409
714270,Rite Aid 3359,Other,911 Morris Park Ave,Bronx,Bronx,10462,BRONX,NY,40.846867,-73.8591
714286,Organic Paradise Health  Food Store Inc,Convenience Store,4532 Broadway,New York,Manhattan,10040,NEW YORK,NY,40.858776,-73.931313
711849,Al Salam Halal Meat & Grocery Inc,Grocery Store,7206 5th Ave,Brooklyn,Brooklyn,11209,KINGS,NY,40.631481,-74.021843
711948,CVS PHARMACY  2939,Other,500 Grand St,New York,Manhattan,10002,NEW YORK,NY,40.71497,-73.982834
712625,Walgreens 19158,Other,1419 Newkirk Ave,Brooklyn,Brooklyn,11226,KINGS,NY,40.63559,-73.963524
713365,DIANA FOOD CENTER,Convenience Store,291 Troy Ave,Brooklyn,Brooklyn,11213,KINGS,NY,40.668564,-73.936562
713483,LA BOINA ROJA INC,Grocery Store,8018 37th Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.749508,-73.885529
1587669,M & A Deli Grocery 1 Inc.,Convenience Store,374 E 188th St,Bronx,Bronx,10458,BRONX,NY,40.859955,-73.893669
1466555,Ootzil Deli Grocery Inc.,Grocery Store,7607 New Utrecht Ave,Brooklyn,Brooklyn,11214,KINGS,NY,40.614525,-74.000061
659521,CVS PHARMACY 3224,Other,130 Malcolm X Blvd,New York,Manhattan,10026,NEW YORK,NY,40.802242,-73.949409
659552,S. KAHAN GROCERY INC,Grocery Store,268 Marcy Ave,Brooklyn,Brooklyn,11211,KINGS,NY,40.705307,-73.956253
1643379,Homeflavor Africa And American Food Services Llc,Other,1092 Clarkson Ave,Brooklyn,Brooklyn,11212,KINGS,NY,40.659828,-73.921867
583106,Anthony's Famous Gourmet Deli Inc,Grocery Store,169 E Gun Hill Rd,Bronx,Bronx,10467,BRONX,NY,40.880997,-73.877922
1575534,B-Town Supermarket,Grocery Store,90 Church Ave,Brooklyn,Brooklyn,11218,KINGS,NY,40.642467,-73.979904
1587943,Chy Fish Inc,Specialty Store,16602 Baisley Blvd,Jamaica,Queens,11434,QUEENS,NY,40.678921,-73.776237
583357,RITE AID 4712,Other,9302 3rd Ave,Brooklyn,Brooklyn,11209,KINGS,NY,40.618423,-74.033165
659858,Brown & White Markets Inc,Other,311 E 23rd St,New York,Manhattan,10010,NEW YORK,NY,40.737679,-73.979881
1584842,Coco Market Inc,Grocery Store,1119 Liberty Ave,Brooklyn,Brooklyn,11208,KINGS,NY,40.678654,-73.868179
708759,MB FISH INC.,Specialty Store,98B Rutledge St,Brooklyn,Brooklyn,11211,KINGS,NY,40.700569,-73.959236
708765,YOUNG FOOD MARKET,Grocery Store,2007 New Haven Ave,Far Rockaway,Queens,11691,QUEENS,NY,40.600662,-73.753944
584727,RV MEAT MARKET II INC.,Convenience Store,902 Rutland Rd,Brooklyn,Brooklyn,11203,KINGS,NY,40.660652,-73.929527
711143,Muncan Food Corp.,Specialty Store,6086 Myrtle Ave,Ridgewood,Queens,11385,QUEENS,NY,40.700653,-73.895027
711224,CVS  2144,Other,1396 2nd Ave,New York,Manhattan,10021,NEW YORK,NY,40.768982,-73.958008
1637661,Rockaway Gourmet Inc.,Grocery Store,1089 Rutland Rd,Brooklyn,Brooklyn,11212,KINGS,NY,40.664356,-73.924049
643902,COHN LIVE POULTRY INC,Specialty Store,467 Flushing Ave,Brooklyn,Brooklyn,11205,KINGS,NY,40.69912,-73.956184
645831,ANTONETTE INC,Grocery Store,1316 Fulton St,Brooklyn,Brooklyn,11216,KINGS,NY,40.680283,-73.94812
659925,BAEZ GROCERY STORE,Convenience Store,10414 37th Ave,Corona,Queens,11368,QUEENS,NY,40.753483,-73.862907
662449,LOS RODRIGUEZ DELI & GROCERY CO,Grocery Store,879 E 175th St,Bronx,Bronx,10460,BRONX,NY,40.83992,-73.888229
1656870,3186 21st Street Inc,Convenience Store,3186 21st St,Astoria,Queens,11106,QUEENS,NY,40.765446,-73.93174
664878,Rite Aid 2771,Other,165-02 BAISLEY BLVD,JAMAICA,Queens,11434,QUEENS,NY,40.678066,-73.777565
665143,N & S MANHATTAN LIVE POULTRY,Specialty Store,248 E 117th St,New York,Manhattan,10035,NEW YORK,NY,40.797855,-73.937752
1130215,Sunrise Pharmacy,Other,6725 Bay Pkwy,Brooklyn,Brooklyn,11204,KINGS,NY,40.612045,-73.983055
1587699,Grand Grill & Grocery Corp,Convenience Store,50 W Burnside Ave,Bronx,Bronx,10453,BRONX,NY,40.853931,-73.909653
665288,2690 GROCERY CORP,Convenience Store,2690 3rd Ave,Bronx,Bronx,10454,BRONX,NY,40.813465,-73.922516
1590510,Fruit King & Deli Grocery Corp.,Grocery Store,761 McDonald Ave,Brooklyn,Brooklyn,11218,KINGS,NY,40.635445,-73.977844
964503,145 Bagel And Coffee Deli Corp,Convenience Store,1717 Amsterdam Ave,New York,Manhattan,10031,NEW YORK,NY,40.825039,-73.947533
715673,E.W. Bakery Inc.,Specialty Store,4202 White Plains Rd,Bronx,Bronx,10466,BRONX,NY,40.893639,-73.857025
764139,Contento Food Center Inc,Grocery Store,1999 University Ave,Bronx,Bronx,10453,BRONX,NY,40.855038,-73.911003
765436,Green Wood Minimarket Inc,Grocery Store,574 7th Ave,Brooklyn,Brooklyn,11215,KINGS,NY,40.659153,-73.988586
765602,Jin Zheng Fa Inc,Other,4279 Main St,Flushing,Queens,11355,QUEENS,NY,40.753159,-73.827232
641761,HADERA INC,Grocery Store,529 Kings Hwy,Brooklyn,Brooklyn,11223,KINGS,NY,40.60461,-73.969757
1592886,Varenyk House 0776015,Other,1111 Brighton Beach Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.578064,-73.956459
1591450,Z Deli & Grill 2 Incorporated,Convenience Store,2835 Coney Island Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.58746,-73.960159
640804,VALLECITO BAKERY CORP,Specialty Store,4006 Benham St,Elmhurst,Queens,11373,QUEENS,NY,40.748287,-73.875221
646431,S K W  SEAFOOD INC,Specialty Store,60 W 116th St,New York,Manhattan,10026,NEW YORK,NY,40.801693,-73.948982
635729,895a BROTHER FOOD CENTER CORP,Convenience Store,895A Franklin Ave,Brooklyn,Brooklyn,11225,KINGS,NY,40.66819,-73.95871
766794,Matanza Deli Grocery Corp,Grocery Store,4027A Laconia Ave,Bronx,Bronx,10466,BRONX,NY,40.88586,-73.848427
637551,USA PACKING INC,Specialty Store,3502 3rd Ave,Bronx,Bronx,10456,BRONX,NY,40.830627,-73.90596
640277,CVS PHARMACY  2435,Other,75 Christopher St,New York,Manhattan,10014,NEW YORK,NY,40.733658,-74.003159
646951,CVS  2036,Other,1622 3rd Ave,New York,Manhattan,10128,NEW YORK,NY,40.782219,-73.951736
641528,963 Janico Grocery Inc,Convenience Store,963 Pennsylvania Ave,Brooklyn,Brooklyn,11207,KINGS,NY,40.654675,-73.887199
636522,PIKER FOODS CORP,Grocery Store,508 Brighton Beach Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.577335,-73.961975
726348,EL PUEBLO MEXICANO GROCERY,Grocery Store,238 E 116th St,NEW YORK,Manhattan,10029,NEW YORK,NY,40.797253,-73.938454
726498,KEFALONIA PRODUCE CORP,Specialty Store,3224 30th Ave,Astoria,Queens,11102,QUEENS,NY,40.76638,-73.920357
650272,183 WYCKOFF MEAT CORP,Grocery Store,183 Wyckoff Ave,Brooklyn,Brooklyn,11237,KINGS,NY,40.702866,-73.916878
725681,CVS  2737,Other,115 W 125th St,New York,Manhattan,10027,NEW YORK,NY,40.808197,-73.946053
647189,Essex Farm Inc,Grocery Store,88 Essex St,New York,Manhattan,10002,NEW YORK,NY,40.71772,-73.988449
649024,LEBANON DELI GROCERY,Convenience Store,638 E 169TH ST #9,BRONX,Bronx,10456,BRONX,NY,40.831364,-73.901108
724236,DAVID'S BAKERY & DAILY INC,Grocery Store,2288 McDonald Ave,Brooklyn,Brooklyn,11223,KINGS,NY,40.596409,-73.973518
1663699,You Le Bakery,Specialty Store,2369 86th St,Brooklyn,Brooklyn,11214,KINGS,NY,40.599689,-73.989723
724333,KING HWY MEAT CORP,Grocery Store,1673 E 16th St,Brooklyn,Brooklyn,11229,KINGS,NY,40.608753,-73.957298
650661,J & C MINI MARKET & FRUITS,Convenience Store,42 Irving Ave,Brooklyn,Brooklyn,11237,KINGS,NY,40.704865,-73.924736
1656399,Bed Stuy Mini Market Corp,Convenience Store,281 Nostrand Ave,Brooklyn,Brooklyn,11216,KINGS,NY,40.689014,-73.951149
1513863,The Hill 809 Deli Grocery Corp.,Grocery Store,64 Wadsworth Ter,New York,Manhattan,10040,NEW YORK,NY,40.856701,-73.930801
724753,R & M GROCERY CORP,Grocery Store,285 NEPTUNE AVE,BROOKLYN,Brooklyn,11235,KINGS,NY,40.581139,-73.963837
1656368,1010 Deli Grocery Corp.,Convenience Store,3433 3rd Ave,Bronx,Bronx,10456,BRONX,NY,40.829376,-73.906769
1657881,PKS Express Deli Corp.,Convenience Store,331 11th St,Brooklyn,Brooklyn,11215,KINGS,NY,40.668011,-73.987007
1647441,Bull Meat Market Inc,Grocery Store,901 Seneca Ave,Ridgewood,Queens,11385,QUEENS,NY,40.700737,-73.903961
647765,LARA FOOD CORP,Grocery Store,79-14 21 AVE,JACKSON HEIGHTS,Queens,11370,QUEENS,NY,40.760319,-73.889076
728121,APPETITO DELI GROCERY INC.,Convenience Store,9010 Rockaway Beach Blvd,Rockaway Beach,Queens,11693,QUEENS,NY,40.587029,-73.814293
649874,H K Live Poultry Inc,Specialty Store,8165 New Utrecht Ave,Brooklyn,Brooklyn,11214,KINGS,NY,40.609447,-74.00161
648854,CVS PHARMACY  3096,Other,3775 E Tremont Ave,Bronx,Bronx,10465,BRONX,NY,40.825603,-73.820724
807043,DUANE READE 14101,Other,39 Broadway,New York,Manhattan,10006,NEW YORK,NY,40.706192,-74.013039
807044,DUANE READE 14102,Other,250 Broadway,New York,Manhattan,10007,NEW YORK,NY,40.71283,-74.007446
807057,DUANE READE 14112,Other,485 Lexington Ave,New York,Manhattan,10017,NEW YORK,NY,40.754292,-73.973938
807074,DUANE READE 14125,Other,67 BROAD ST,NEW YORK,Manhattan,10004,NEW YORK,NY,40.704887,-74.011421
807075,DUANE READE 14126,Other,95 WALL ST,NEW YORK,Manhattan,10005,NEW YORK,NY,40.705029,-74.00724
807077,DUANE READE 14127,Other,49 E 52nd St,New York,Manhattan,10022,NEW YORK,NY,40.758926,-73.974167
807079,DUANE READE 14130,Other,4 Park Ave,New York,Manhattan,10016,NEW YORK,NY,40.746788,-73.981689
807080,DUANE READE 14131,Other,1 WHITEHALL,NEW YORK,Manhattan,10004,NEW YORK,NY,40.703781,-74.013115
807081,DUANE READE 14138,Other,333 7th Ave,New York,Manhattan,10001,NEW YORK,NY,40.747471,-73.993134
807103,DUANE READE 14153,Other,866 3rd Ave,New York,Manhattan,10022,NEW YORK,NY,40.757378,-73.969681
807115,DUANE READE 14165,Other,380 Amsterdam Ave,New York,Manhattan,10024,NEW YORK,NY,40.782738,-73.978668
807127,DUANE READE 14169,Other,155 E 34th St,New York,Manhattan,10016,NEW YORK,NY,40.746147,-73.979042
807131,909 FULTON GROCERY & DELI CORP,Grocery Store,909 Fulton St,Brooklyn,Brooklyn,11238,KINGS,NY,40.683468,-73.966713
807139,DUANE READE 14184,Other,724 Flatbush Ave,Brooklyn,Brooklyn,11226,KINGS,NY,40.655441,-73.959869
807141,DUANE READE 14185,Other,100 Delancey St,New York,Manhattan,10002,NEW YORK,NY,40.718857,-73.988831
807149,DUANE READE 14232,Other,1498 York Ave,New York,Manhattan,10075,NEW YORK,NY,40.771713,-73.950165
807155,DUANE READE 14242,Other,401 E 86th St,New York,Manhattan,10028,NEW YORK,NY,40.776886,-73.949303
807162,DUANE READE 14282,Other,1251 Avenue of the Americas,New York,Manhattan,10020,NEW YORK,NY,40.759624,-73.980652
807168,DUANE READE 14319,Other,180 W 20th St,New York,Manhattan,10011,NEW YORK,NY,40.742104,-73.99678
807227,Jamaica  Archer Halal Live Poultry & Meat Mkt Inc,Specialty Store,92-56 165th St,Jamaica,Queens,11433,QUEENS,NY,40.703865,-73.793823
728433,987 SUPERMARKET INC,Grocery Store,987 Amsterdam Ave,New York,Manhattan,10025,NEW YORK,NY,40.80204,-73.964508
805241,DUANE READE 14272,Other,4 Columbus Cir,New York,Manhattan,10019,NEW YORK,NY,40.767708,-73.982269
805261,DUANE READE 14292,Other,1091 Lexington Ave,New York,Manhattan,10075,NEW YORK,NY,40.773441,-73.959969
805264,DUANE READE 14297,Other,900 8th Ave,New York,Manhattan,10019,NEW YORK,NY,40.764301,-73.98439
805268,DUANE READE 14325,Other,2858 Steinway St,Astoria,Queens,11103,QUEENS,NY,40.764576,-73.91449
805451,DUANE READE 14352,Other,3155 Amboy Rd,Staten Island,Staten Island,10306,RICHMOND,NY,40.564358,-74.131943
805461,Walgreens 14354,Other,194 E 2nd St,New York,Manhattan,10009,NEW YORK,NY,40.722343,-73.983932
805464,SHABUJ GROCERY INC,Grocery Store,423 Cortelyou Rd,Brooklyn,Brooklyn,11218,KINGS,NY,40.638477,-73.974792
805465,DUANE READE 14356,Other,315 N End Ave,New York,Manhattan,10282,NEW YORK,NY,40.716671,-74.014885
805484,DUANE READE 14464,Other,436 86th St,Brooklyn,Brooklyn,11209,KINGS,NY,40.622185,-74.027428
1647101,Espuma Deli Grocery Corp,Grocery Store,305 Wyckoff Ave,Brooklyn,Brooklyn,11237,KINGS,NY,40.700306,-73.912209
731666,Central Yetev Lev D'Satmar Meat Inc,Specialty Store,684 Myrtle Ave,Brooklyn,Brooklyn,11205,KINGS,NY,40.694511,-73.95636
730472,Watkins Products Distributors LLC,Other,46 W 125th St,New York,Manhattan,10027,NEW YORK,NY,40.807125,-73.94397
731431,Dahing Seafood Market Inc,Other,127 Mott St,New York,Manhattan,10013,NEW YORK,NY,40.718197,-73.996941
728987,United Astoria Halal Live Poultry Corp,Specialty Store,3621 31st St,Astoria,Queens,11106,QUEENS,NY,40.756035,-73.930222
807433,Hallal Food Emporium Inc,Other,2517 Steinway St,Astoria,Queens,11103,QUEENS,NY,40.767467,-73.912048
807937,Country Butcher Corp,Grocery Store,9312 Avenue L,Brooklyn,Brooklyn,11236,KINGS,NY,40.636986,-73.897842
728718,Rite Aid 4873,Other,5560 Myrtle Ave,Ridgewood,Queens,11385,QUEENS,NY,40.700077,-73.906364
808797,La Finca Fruits & Vegetables,Grocery Store,39 Debevoise St,Brooklyn,Brooklyn,11206,KINGS,NY,40.701874,-73.941483
769098,Tuniservice Corp,Convenience Store,306 18th St,Brooklyn,Brooklyn,11215,KINGS,NY,40.661736,-73.989639
772051,De La Cruz Deli Grocery,Grocery Store,694 E 141 St,Bronx,Bronx,10454,BRONX,NY,40.807209,-73.912552
810161,Cristoford Fish Market Inc,Specialty Store,7002 18th Ave,Brooklyn,Brooklyn,11204,KINGS,NY,40.616253,-73.993309
809463,Meat Kingdom,Specialty Store,4326 New Utrecht Ave,Brooklyn,Brooklyn,11219,KINGS,NY,40.641171,-73.994339
809595,J&F Mini Market,Convenience Store,2980 Fulton St,Brooklyn,Brooklyn,11208,KINGS,NY,40.679886,-73.884811
768626,RITE AID 4876,Other,3823 Nostrand Ave,Brooklyn,Brooklyn,11235,KINGS,NY,40.590908,-73.939621
1666221,Piedra Partida Deli Grocery Corp,Grocery Store,229 E Kingsbridge Rd,Bronx,Bronx,10458,BRONX,NY,40.865009,-73.893478
1600614,Galindo Farm Inc,Specialty Store,4160 White Plains Rd,Bronx,Bronx,10466,BRONX,NY,40.89238,-73.857727
1271237,Double J Grocery Corp.,Convenience Store,14806 90th Ave,Jamaica,Queens,11435,QUEENS,NY,40.703194,-73.806984
1660515,Artesanias Iztaccihuatl,Convenience Store,6730 13th Ave,Brooklyn,Brooklyn,11219,KINGS,NY,40.624348,-74.003441
592466,HEALTH CONSCIOUS NATURAL FOOD INC,Convenience Store,23122 Merrick Blvd,Springfield Gardens,Queens,11413,QUEENS,NY,40.675419,-73.738777
589164,CVS Pharmacy 549,Other,6115 Metropolitan Ave,Ridgewood,Queens,11385,QUEENS,NY,40.712826,-73.901733
707969,BUSY CORNER GROCERY INC,Grocery Store,801 Kings Hwy,Brooklyn,Brooklyn,11223,KINGS,NY,40.606804,-73.964539
589505,PUPA KOSHER BUTCHER CORP,Specialty Store,118 Division Ave,Brooklyn,Brooklyn,11211,KINGS,NY,40.707672,-73.96328
589666,SEATIDE FISH & LOBSTER INC,Specialty Store,9531 Roosevelt Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.749115,-73.870728
589848,MADDAJ A.J. INC,Other,1000 Allerton Ave,Bronx,Bronx,10469,BRONX,NY,40.865475,-73.8582
594059,CVS PHARMACY 2027,Other,251-21 Jamaica Ave,Bellerose,Queens,11426,QUEENS,NY,40.726807,-73.714035
594184,CVS PHARMACY 2719,Other,9701 Liberty Ave,Ozone Park,Queens,11417,QUEENS,NY,40.680824,-73.842186
1658288,7 Eleven Store #34362b,Convenience Store,1740 Hylan Blvd,Staten Island,Staten Island,10305,RICHMOND,NY,40.586117,-74.092049
708168,CVS PHARMACY  5159,Other,2021 Francis Lewis Blvd,Whitestone,Queens,11357,QUEENS,NY,40.779858,-73.802094
1642417,Fruit Plaza 1,Grocery Store,9316 37th Ave,Jackson Heights,Queens,11372,QUEENS,NY,40.750763,-73.873596
1651025,J & B African Market Llc,Grocery Store,2649 Jerome Ave,Bronx,Bronx,10468,BRONX,NY,40.867092,-73.897949
1649145,L.r. 80 Deli & Grocery Inc,Convenience Store,80 W Kingsbridge Rd,Bronx,Bronx,10468,BRONX,NY,40.867996,-73.900497
872887,Guyana Choice Bakery LLC,Grocery Store,11914 101st Ave,South Richmond Hill,Queens,11419,QUEENS,NY,40.690098,-73.825363
